,alpha_wave,beta_wave,theta_wave,delta_wave,gamma_wave,attention,hrv,hr,coherence,SP ratio,BM,sleep,eda,temperature
2023-11-24 13:15:00,97.51704375,105.58754375000001,97.44934375,90.47763750000001,97.739475,71.25,10.533333333333333,116.46666666666667,0.4,1.0835121067708577,1.0,101.0,,-4.387195
2023-11-24 13:15:10,96.637775,105.3434,96.0102875,90.15906874999999,97.76068125,64.375,19.285714285714285,116.92857142857143,1.0,1.0972095047627057,1.0,101.0,,-4.387195
2023-11-24 13:15:20,96.15491333333333,105.1276066666667,94.40010666666667,88.87641333333333,97.85098666666666,61.8,22.733333333333334,113.73333333333333,1.0,1.1136386427811948,1.0,101.0,,-4.387195
2023-11-24 13:15:30,96.91345625000001,105.42320624999999,93.853925,88.0673125,97.6667,54.0625,23.333333333333332,114.8,1.0,1.1232690188503036,1.0,101.0,,-4.387195
2023-11-24 13:15:40,99.42828125,105.62420625,97.09735624999999,90.90358125,97.28597500000001,65.75,22.133333333333333,118.13333333333334,0.6666666666666666,1.0878175300473232,1.0,101.0,,-4.387195
2023-11-24 13:15:50,99.92168125,105.5760125,98.84423124999999,92.72949374999999,96.888925,82.75,18.5,120.35714285714286,0.0,1.0681049482085987,1.0,101.0,,-4.387195
2023-11-24 13:16:00,97.7834,105.5180125,95.9230375,89.92751875,96.9220375,71.6875,13.066666666666666,117.0,0.0,1.1000278478462484,1.0,101.0,,-4.387195
2023-11-24 13:16:10,95.29633749999999,105.52694375,92.532475,86.00231875,97.33605,67.25,10.4,118.6,0.0,1.1404314404213223,1.0,101.0,,-4.398862
2023-11-24 13:16:20,95.09580625000001,105.393275,92.13432499999999,85.16548125,97.57325,72.0625,11.642857142857142,121.64285714285714,0.0,1.1439089069139001,1.0,101.0,,-4.410529
2023-11-24 13:16:30,95.00878125,105.50494375,92.79829375,85.50474375,97.59842499999999,56.125,12.2,124.73333333333333,0.0,1.1369276253530254,0.0,101.0,,-4.422195
